,season,round,circuit_id,driver,date_of_birth,nationality,constructor,grid,time,status,points,podium
297,1990,10,hungaroring,brabham,1965-09-05,Australian,brabham,0,,Did not qualify,0.0,28
298,1990,10,hungaroring,lehto,1966-01-31,Finnish,onyx,0,,Did not qualify,0.0,29
299,1990,10,hungaroring,foitek,1965-03-27,Swiss,onyx,0,,Did not qualify,0.0,30
300,1990,11,spa,senna,1960-03-21,Brazilian,mclaren,1,5191997.0,Finished,9.0,1
301,1990,11,spa,prost,1955-02-24,French,ferrari,3,5195547.0,Finished,6.0,2
302,1990,11,spa,berger,1959-08-27,Austrian,mclaren,2,5220459.0,Finished,4.0,3
303,1990,11,spa,nannini,1959-07-07,Italian,benetton,6,5241334.0,Finished,3.0,4
304,1990,11,spa,piquet,1952-08-17,Brazilian,benetton,8,5281647.0,Finished,2.0,5
305,1990,11,spa,gugelmin,1963-04-20,Brazilian,leyton,14,5300848.0,Finished,1.0,6
306,1990,11,spa,capelli,1963-05-24,Italian,leyton,12,,+1 Lap,0.0,7
307,1990,11,spa,alesi,1964-06-11,French,tyrrell,9,,+1 Lap,0.0,8
308,1990,11,spa,bernard,1964-08-24,French,larrousse,15,,+1 Lap,0.0,9
309,1990,11,spa,caffi,1964-03-18,Italian,arrows,19,,+1 Lap,0.0,10
310,1990,11,spa,warwick,1954-08-27,British,team_lotus,18,,+1 Lap,0.0,11
311,1990,11,spa,donnelly,1964-03-26,British,team_lotus,22,,+1 Lap,0.0,12
312,1990,11,spa,alboreto,1956-12-23,Italian,arrows,26,,+1 Lap,0.0,13
313,1990,11,spa,larini,1964-03-19,Italian,ligier,21,,+2 Laps,0.0,14
314,1990,11,spa,martini,1961-04-23,Italian,minardi,16,,+2 Laps,0.0,15
315,1990,11,spa,grouillard,1958-09-02,French,osella,23,,+2 Laps,0.0,16
316,1990,11,spa,modena,1963-05-12,Italian,brabham,13,,Engine,0.0,17
317,1990,11,spa,brabham,1965-09-05,Australian,brabham,24,,Electrical,0.0,18
318,1990,11,spa,cesaris,1959-05-31,Italian,dallara,20,,Engine,0.0,19
319,1990,11,spa,boutsen,1957-07-13,Belgian,williams,4,,Transmission,0.0,20
320,1990,11,spa,mansell,1953-08-08,British,ferrari,5,,Handling,0.0,21
321,1990,11,spa,patrese,1954-04-17,Italian,williams,7,,Gearbox,0.0,22
322,1990,11,spa,pirro,1962-01-12,Italian,dallara,17,,Water leak,0.0,23
323,1990,11,spa,satoru_nakajima,1953-02-23,Japanese,tyrrell,10,,Engine,0.0,24
324,1990,11,spa,suzuki,1960-09-08,Japanese,larrousse,11,,Accident,0.0,25
325,1990,11,spa,barilla,1961-04-20,Italian,minardi,25,,Accident,0.0,26
326,1990,11,spa,alliot,1954-07-27,French,ligier,0,,Did not qualify,0.0,27
327,1990,11,spa,tarquini,1962-03-02,Italian,ags,0,,Did not qualify,0.0,28
328,1990,11,spa,dalmas,1961-07-28,French,ags,0,,Did not qualify,0.0,29
329,1990,11,spa,gachot,1962-12-23,Belgian,coloni,0,,Did not qualify,0.0,30
330,1990,12,monza,senna,1960-03-21,Brazilian,mclaren,1,4677878.0,Finished,9.0,1
331,1990,12,monza,prost,1955-02-24,French,ferrari,2,4683932.0,Finished,6.0,2
332,1990,12,monza,berger,1959-08-27,Austrian,mclaren,3,4685282.0,Finished,4.0,3
333,1990,12,monza,mansell,1953-08-08,British,ferrari,4,4734097.0,Finished,3.0,4
334,1990,12,monza,patrese,1954-04-17,Italian,williams,7,4763152.0,Finished,2.0,5
335,1990,12,monza,satoru_nakajima,1953-02-23,Japanese,tyrrell,14,,+1 Lap,1.0,6
336,1990,12,monza,piquet,1952-08-17,Brazilian,benetton,9,,+1 Lap,0.0,7
337,1990,12,monza,nannini,1959-07-07,Italian,benetton,8,,+1 Lap,0.0,8
338,1990,12,monza,caffi,1964-03-18,Italian,arrows,21,,+2 Laps,0.0,9
339,1990,12,monza,cesaris,1959-05-31,Italian,dallara,25,,+2 Laps,0.0,10
340,1990,12,monza,larini,1964-03-19,Italian,ligier,26,,+2 Laps,0.0,11
341,1990,12,monza,alboreto,1956-12-23,Italian,arrows,22,,Spun off,0.0,12
342,1990,12,monza,alliot,1954-07-27,French,ligier,20,,+3 Laps,0.0,13
343,1990,12,monza,dalmas,1961-07-28,French,ags,24,,Not classified,0.0,14
344,1990,12,monza,capelli,1963-05-24,Italian,leyton,16,,Engine,0.0,15
345,1990,12,monza,suzuki,1960-09-08,Japanese,larrousse,18,,Electrical,0.0,16
346,1990,12,monza,grouillard,1958-09-02,French,osella,23,,Wheel bearing,0.0,17
347,1990,12,monza,gugelmin,1963-04-20,Brazilian,leyton,10,,Engine,0.0,18
348,1990,12,monza,modena,1963-05-12,Italian,brabham,17,,Engine,0.0,19
349,1990,12,monza,boutsen,1957-07-13,Belgian,williams,6,,Suspension,0.0,20
350,1990,12,monza,warwick,1954-08-27,British,team_lotus,12,,Clutch,0.0,21
351,1990,12,monza,pirro,1962-01-12,Italian,dallara,19,,Spun off,0.0,22
352,1990,12,monza,donnelly,1964-03-26,British,team_lotus,11,,Engine,0.0,23
353,1990,12,monza,bernard,1964-08-24,French,larrousse,13,,Clutch,0.0,24
354,1990,12,monza,martini,1961-04-23,Italian,minardi,15,,Suspension,0.0,25
355,1990,12,monza,alesi,1964-06-11,French,tyrrell,5,,Spun off,0.0,26
356,1990,12,monza,tarquini,1962-03-02,Italian,ags,0,,Did not qualify,0.0,27
357,1990,12,monza,barilla,1961-04-20,Italian,minardi,0,,Did not qualify,0.0,28
358,1990,12,monza,brabham,1965-09-05,Australian,brabham,0,,Did not qualify,0.0,29
359,1990,12,monza,gachot,1962-12-23,Belgian,coloni,0,,Did not qualify,0.0,30
360,1990,13,estoril,mansell,1953-08-08,British,ferrari,1,4931014.0,Finished,9.0,1
361,1990,13,estoril,senna,1960-03-21,Brazilian,mclaren,3,4933822.0,Finished,6.0,2
362,1990,13,estoril,prost,1955-02-24,French,ferrari,2,4935203.0,Finished,4.0,3
363,1990,13,estoril,berger,1959-08-27,Austrian,mclaren,4,4936910.0,Finished,3.0,4
364,1990,13,estoril,piquet,1952-08-17,Brazilian,benetton,6,4988432.0,Finished,2.0,5
365,1990,13,estoril,nannini,1959-07-07,Italian,benetton,9,4989263.0,Finished,1.0,6
366,1990,13,estoril,patrese,1954-04-17,Italian,williams,5,,+1 Lap,0.0,7
367,1990,13,estoril,alesi,1964-06-11,French,tyrrell,8,,+1 Lap,0.0,8
368,1990,13,estoril,alboreto,1956-12-23,Italian,arrows,19,,+1 Lap,0.0,9
369,1990,13,estoril,larini,1964-03-19,Italian,ligier,22,,+2 Laps,0.0,10
370,1990,13,estoril,martini,1961-04-23,Italian,minardi,16,,+2 Laps,0.0,11
371,1990,13,estoril,gugelmin,1963-04-20,Brazilian,leyton,14,,+2 Laps,0.0,12
372,1990,13,estoril,caffi,1964-03-18,Italian,arrows,17,,Accident,0.0,13
373,1990,13,estoril,suzuki,1960-09-08,Japanese,larrousse,11,,Accident,0.0,14
374,1990,13,estoril,pirro,1962-01-12,Italian,dallara,13,,+3 Laps,0.0,15
375,1990,13,estoril,alliot,1954-07-27,French,ligier,20,,Accident,0.0,16
376,1990,13,estoril,brabham,1965-09-05,Australian,brabham,25,,Gearbox,0.0,17
377,1990,13,estoril,capelli,1963-05-24,Italian,leyton,12,,Engine,0.0,18
378,1990,13,estoril,boutsen,1957-07-13,Belgian,williams,7,,Engine,0.0,19
379,1990,13,estoril,bernard,1964-08-24,French,larrousse,10,,Gearbox,0.0,20
380,1990,13,estoril,modena,1963-05-12,Italian,brabham,23,,Gearbox,0.0,21
381,1990,13,estoril,donnelly,1964-03-26,British,team_lotus,15,,Alternator,0.0,22
382,1990,13,estoril,warwick,1954-08-27,British,team_lotus,21,,Throttle,0.0,23
383,1990,13,estoril,dalmas,1961-07-28,French,ags,24,,Halfshaft,0.0,24
384,1990,13,estoril,cesaris,1959-05-31,Italian,dallara,18,,Spun off,0.0,25
385,1990,13,estoril,satoru_nakajima,1953-02-23,Japanese,tyrrell,0,,Withdrew,0.0,26
386,1990,13,estoril,grouillard,1958-09-02,French,osella,0,,Did not qualify,0.0,27
387,1990,13,estoril,barilla,1961-04-20,Italian,minardi,0,,Did not qualify,0.0,28
388,1990,13,estoril,tarquini,1962-03-02,Italian,ags,0,,Did not qualify,0.0,29
389,1990,13,estoril,gachot,1962-12-23,Belgian,coloni,0,,Did not qualify,0.0,30
390,1990,14,jerez,prost,1955-02-24,French,ferrari,2,6481461.0,Finished,9.0,1
391,1990,14,jerez,mansell,1953-08-08,British,ferrari,3,6503525.0,Finished,6.0,2
392,1990,14,jerez,nannini,1959-07-07,Italian,benetton,9,6516335.0,Finished,4.0,3
393,1990,14,jerez,boutsen,1957-07-13,Belgian,williams,7,6524757.0,Finished,3.0,4
394,1990,14,jerez,patrese,1954-04-17,Italian,williams,6,6538991.0,Finished,2.0,5
395,1990,14,jerez,suzuki,1960-09-08,Japanese,larrousse,15,6545189.0,Finished,1.0,6
396,1990,14,jerez,larini,1964-03-19,Italian,ligier,20,,+1 Lap,0.0,7
397,1990,14,jerez,gugelmin,1963-04-20,Brazilian,leyton,12,,+1 Lap,0.0,8
398,1990,14,jerez,dalmas,1961-07-28,French,ags,23,,+1 Lap,0.0,9
399,1990,14,jerez,alboreto,1956-12-23,Italian,arrows,25,,+2 Laps,0.0,10
400,1990,14,jerez,warwick,1954-08-27,British,team_lotus,10,,Gearbox,0.0,11
401,1990,14,jerez,capelli,1963-05-24,Italian,leyton,19,,Physical,0.0,12
402,1990,14,jerez,berger,1959-08-27,Austrian,mclaren,5,,Collision,0.0,13
403,1990,14,jerez,senna,1960-03-21,Brazilian,mclaren,1,,Radiator,0.0,14
404,1990,14,jerez,piquet,1952-08-17,Brazilian,benetton,8,,Battery,0.0,15
405,1990,14,jerez,cesaris,1959-05-31,Italian,dallara,17,,Engine,0.0,16
406,1990,14,jerez,grouillard,1958-09-02,French,osella,21,,Wheel bearing,0.0,17
407,1990,14,jerez,martini,1961-04-23,Italian,minardi,11,,Spun off,0.0,18
408,1990,14,jerez,alliot,1954-07-27,French,ligier,13,,Spun off,0.0,19
409,1990,14,jerez,bernard,1964-08-24,French,larrousse,18,,Gearbox,0.0,20
410,1990,14,jerez,satoru_nakajima,1953-02-23,Japanese,tyrrell,14,,Spun off,0.0,21
411,1990,14,jerez,tarquini,1962-03-02,Italian,ags,22,,Engine,0.0,22
412,1990,14,jerez,modena,1963-05-12,Italian,brabham,24,,Collision,0.0,23
413,1990,14,jerez,alesi,1964-06-11,French,tyrrell,4,,Spun off,0.0,24
414,1990,14,jerez,pirro,1962-01-12,Italian,dallara,16,,Throttle,0.0,25
415,1990,14,jerez,donnelly,1964-03-26,British,team_lotus,0,,Injured,0.0,26
416,1990,14,jerez,brabham,1965-09-05,Australian,brabham,0,,Did not qualify,0.0,27
417,1990,14,jerez,barilla,1961-04-20,Italian,minardi,0,,Did not qualify,0.0,28
418,1990,14,jerez,schneider,1964-07-20,German,arrows,0,,Did not qualify,0.0,29
419,1990,14,jerez,gachot,1962-12-23,Belgian,coloni,0,,Did not qualify,0.0,30
420,1990,15,suzuka,piquet,1952-08-17,Brazilian,benetton,6,5676824.0,Finished,9.0,1
421,1990,15,suzuka,moreno,1959-02-11,Brazilian,benetton,8,5684047.0,Finished,6.0,2
422,1990,15,suzuka,suzuki,1960-09-08,Japanese,larrousse,9,5699293.0,Finished,4.0,3
423,1990,15,suzuka,patrese,1954-04-17,Italian,williams,7,5713082.0,Finished,3.0,4
424,1990,15,suzuka,boutsen,1957-07-13,Belgian,williams,5,5723708.0,Finished,2.0,5
425,1990,15,suzuka,satoru_nakajima,1953-02-23,Japanese,tyrrell,14,5749174.0,Finished,1.0,6
426,1990,15,suzuka,larini,1964-03-19,Italian,ligier,17,,+1 Lap,0.0,7
427,1990,15,suzuka,martini,1961-04-23,Italian,minardi,10,,+1 Lap,0.0,8
428,1990,15,suzuka,caffi,1964-03-18,Italian,arrows,23,,+1 Lap,0.0,9
429,1990,15,suzuka,alliot,1954-07-27,French,ligier,25,,+1 Lap,0.0,10
430,1990,15,suzuka,warwick,1954-08-27,British,team_lotus,11,,Gearbox,0.0,11
431,1990,15,suzuka,herbert,1964-06-25,British,team_lotus,12,,Engine,0.0,12
432,1990,15,suzuka,alboreto,1956-12-23,Italian,arrows,24,,Engine,0.0,13
433,1990,15,suzuka,mansell,1953-08-08,British,ferrari,3,,Transmission,0.0,14
434,1990,15,suzuka,pirro,1962-01-12,Italian,dallara,19,,Alternator,0.0,15
435,1990,15,suzuka,bernard,1964-08-24,French,larrousse,18,,Engine,0.0,16
436,1990,15,suzuka,morbidelli,1968-01-13,Italian,minardi,20,,Spun off,0.0,17
437,1990,15,suzuka,capelli,1963-05-24,Italian,leyton,13,,Ignition,0.0,18
438,1990,15,suzuka,cesaris,1959-05-31,Italian,dallara,26,,Spun off,0.0,19
439,1990,15,suzuka,gugelmin,1963-04-20,Brazilian,leyton,16,,Engine,0.0,20
440,1990,15,suzuka,brabham,1965-09-05,Australian,brabham,21,,Clutch,0.0,21
441,1990,15,suzuka,berger,1959-08-27,Austrian,mclaren,4,,Spun off,0.0,22
442,1990,15,suzuka,senna,1960-03-21,Brazilian,mclaren,1,,Collision,0.0,23
443,1990,15,suzuka,prost,1955-02-24,French,ferrari,2,,Collision,0.0,24
444,1990,15,suzuka,modena,1963-05-12,Italian,brabham,22,,Collision,0.0,25
445,1990,15,suzuka,alesi,1964-06-11,French,tyrrell,7,,Withdrew,0.0,26
446,1990,15,suzuka,grouillard,1958-09-02,French,osella,0,,Did not qualify,0.0,27
447,1990,15,suzuka,tarquini,1962-03-02,Italian,ags,0,,Did not qualify,0.0,28
448,1990,15,suzuka,dalmas,1961-07-28,French,ags,0,,Did not qualify,0.0,29
449,1990,15,suzuka,gachot,1962-12-23,Belgian,coloni,0,,Did not qualify,0.0,30
450,1990,16,adelaide,piquet,1952-08-17,Brazilian,benetton,7,6584570.0,Finished,9.0,1
451,1990,16,adelaide,mansell,1953-08-08,British,ferrari,3,6587699.0,Finished,6.0,2
452,1990,16,adelaide,prost,1955-02-24,French,ferrari,4,6621829.0,Finished,4.0,3
453,1990,16,adelaide,berger,1959-08-27,Austrian,mclaren,2,6631432.0,Finished,3.0,4
454,1990,16,adelaide,boutsen,1957-07-13,Belgian,williams,9,6695730.0,Finished,2.0,5
455,1990,16,adelaide,patrese,1954-04-17,Italian,williams,6,,+1 Lap,1.0,6
456,1990,16,adelaide,moreno,1959-02-11,Brazilian,benetton,8,,+1 Lap,0.0,7
457,1990,16,adelaide,alesi,1964-06-11,French,tyrrell,5,,+1 Lap,0.0,8
458,1990,16,adelaide,martini,1961-04-23,Italian,minardi,10,,+2 Laps,0.0,9
459,1990,16,adelaide,larini,1964-03-19,Italian,ligier,12,,+2 Laps,0.0,10
460,1990,16,adelaide,alliot,1954-07-27,French,ligier,19,,+3 Laps,0.0,11
461,1990,16,adelaide,modena,1963-05-12,Italian,brabham,17,,+4 Laps,0.0,12
462,1990,16,adelaide,grouillard,1958-09-02,French,osella,22,,+7 Laps,0.0,13
463,1990,16,adelaide,pirro,1962-01-12,Italian,dallara,21,,Engine,0.0,14
464,1990,16,adelaide,senna,1960-03-21,Brazilian,mclaren,1,,Spun off,0.0,15
465,1990,16,adelaide,tarquini,1962-03-02,Italian,ags,26,,Engine,0.0,16
466,1990,16,adelaide,herbert,1964-06-25,British,team_lotus,18,,Clutch,0.0,17
467,1990,16,adelaide,satoru_nakajima,1953-02-23,Japanese,tyrrell,13,,Spun off,0.0,18
468,1990,16,adelaide,capelli,1963-05-24,Italian,leyton,14,,Throttle,0.0,19
469,1990,16,adelaide,warwick,1954-08-27,British,team_lotus,11,,Gearbox,0.0,20
470,1990,16,adelaide,gugelmin,1963-04-20,Brazilian,leyton,16,,Brakes,0.0,21
471,1990,16,adelaide,cesaris,1959-05-31,Italian,dallara,15,,Electrical,0.0,22
472,1990,16,adelaide,bernard,1964-08-24,French,larrousse,23,,Gearbox,0.0,23
473,1990,16,adelaide,morbidelli,1968-01-13,Italian,minardi,20,,Gearbox,0.0,24
474,1990,16,adelaide,brabham,1965-09-05,Australian,brabham,25,,Spun off,0.0,25
475,1990,16,adelaide,suzuki,1960-09-08,Japanese,larrousse,24,,Transmission,0.0,26
476,1990,16,adelaide,alboreto,1956-12-23,Italian,arrows,0,,Did not qualify,0.0,27
477,1990,16,adelaide,dalmas,1961-07-28,French,ags,0,,Did not qualify,0.0,28
478,1990,16,adelaide,caffi,1964-03-18,Italian,arrows,0,,Did not qualify,0.0,29
479,1990,16,adelaide,gachot,1962-12-23,Belgian,coloni,0,,Did not qualify,0.0,30
480,1991,1,phoenix,senna,1960-03-21,Brazilian,mclaren,1,7247828.0,Finished,10.0,1
481,1991,1,phoenix,prost,1955-02-24,French,ferrari,2,7264150.0,Finished,6.0,2
482,1991,1,phoenix,piquet,1952-08-17,Brazilian,benetton,5,7325204.0,Finished,4.0,3
483,1991,1,phoenix,modena,1963-05-12,Italian,tyrrell,11,7333237.0,Finished,3.0,4
484,1991,1,phoenix,satoru_nakajima,1953-02-23,Japanese,tyrrell,16,,+1 Lap,2.0,5
485,1991,1,phoenix,suzuki,1960-09-08,Japanese,larrousse,21,,+2 Laps,1.0,6
486,1991,1,phoenix,larini,1964-03-19,Italian,lambo,17,,+3 Laps,0.0,7
487,1991,1,phoenix,tarquini,1962-03-02,Italian,ags,22,,+4 Laps,0.0,8
488,1991,1,phoenix,martini,1961-04-23,Italian,minardi,15,,Engine,0.0,9
489,1991,1,phoenix,gachot,1962-12-23,Belgian,jordan,14,,Engine,0.0,10
490,1991,1,phoenix,brundle,1959-06-01,British,brabham,12,,+8 Laps,0.0,11
491,1991,1,phoenix,alesi,1964-06-11,French,ferrari,6,,Gearbox,0.0,12
492,1991,1,phoenix,hakkinen,1968-09-28,Finnish,team_lotus,13,,Engine,0.0,13
493,1991,1,phoenix,patrese,1954-04-17,Italian,williams,3,,Gearbox,0.0,14
494,1991,1,phoenix,moreno,1959-02-11,Brazilian,benetton,8,,Collision,0.0,15
495,1991,1,phoenix,alboreto,1956-12-23,Italian,footwork,25,,Engine,0.0,16
496,1991,1,phoenix,capelli,1963-05-24,Italian,leyton,18,,Gearbox,0.0,17
497,1991,1,phoenix,boutsen,1957-07-13,Belgian,ligier,20,,Engine,0.0,18
498,1991,1,phoenix,berger,1959-08-27,Austrian,mclaren,7,,Fuel pump,0.0,19
499,1991,1,phoenix,mansell,1953-08-08,British,williams,4,,Gearbox,0.0,20
500,1991,1,phoenix,gugelmin,1963-04-20,Brazilian,leyton,23,,Gearbox,0.0,21
501,1991,1,phoenix,blundell,1966-04-08,British,brabham,24,,Spun off,0.0,22
502,1991,1,phoenix,pirro,1962-01-12,Italian,dallara,9,,Gearbox,0.0,23
503,1991,1,phoenix,morbidelli,1968-01-13,Italian,minardi,26,,Gearbox,0.0,24
504,1991,1,phoenix,lehto,1966-01-31,Finnish,dallara,10,,Gearbox,0.0,25
505,1991,1,phoenix,bernard,1964-08-24,French,larrousse,19,,Engine,0.0,26
506,1991,1,phoenix,caffi,1964-03-18,Italian,footwork,0,,Did not qualify,0.0,27
507,1991,1,phoenix,johansson,1956-09-08,Swedish,ags,0,,Did not qualify,0.0,28
508,1991,1,phoenix,comas,1963-09-28,French,ligier,0,,Did not qualify,0.0,29
509,1991,1,phoenix,bailey,1961-10-09,British,team_lotus,0,,Did not qualify,0.0,30
510,1991,2,interlagos,senna,1960-03-21,Brazilian,mclaren,1,5908128.0,Finished,10.0,1
511,1991,2,interlagos,patrese,1954-04-17,Italian,williams,2,5911119.0,Finished,6.0,2
512,1991,2,interlagos,berger,1959-08-27,Austrian,mclaren,4,5913544.0,Finished,4.0,3
513,1991,2,interlagos,prost,1955-02-24,French,ferrari,6,5926497.0,Finished,3.0,4
514,1991,2,interlagos,piquet,1952-08-17,Brazilian,benetton,7,5930088.0,Finished,2.0,5
515,1991,2,interlagos,alesi,1964-06-11,French,ferrari,5,5931769.0,Finished,1.0,6
516,1991,2,interlagos,moreno,1959-02-11,Brazilian,benetton,14,,+1 Lap,0.0,7
517,1991,2,interlagos,morbidelli,1968-01-13,Italian,minardi,21,,+2 Laps,0.0,8
518,1991,2,interlagos,hakkinen,1968-09-28,Finnish,team_lotus,22,,+3 Laps,0.0,9
519,1991,2,interlagos,boutsen,1957-07-13,Belgian,ligier,18,,+3 Laps,0.0,10
520,1991,2,interlagos,pirro,1962-01-12,Italian,dallara,12,,+3 Laps,0.0,11
521,1991,2,interlagos,brundle,1959-06-01,British,brabham,26,,+4 Laps,0.0,12
522,1991,2,interlagos,gachot,1962-12-23,Belgian,jordan,10,,Fuel system,0.0,13
523,1991,2,interlagos,mansell,1953-08-08,British,williams,3,,Gearbox,0.0,14
524,1991,2,interlagos,comas,1963-09-28,French,ligier,23,,Engine,0.0,15
525,1991,2,interlagos,martini,1961-04-23,Italian,minardi,20,,Spun off,0.0,16
526,1991,2,interlagos,blundell,1966-04-08,British,brabham,25,,Engine,0.0,17
527,1991,2,interlagos,bernard,1964-08-24,French,larrousse,11,,Radiator,0.0,18
528,1991,2,interlagos,lehto,1966-01-31,Finnish,dallara,19,,Electrical,0.0,19
529,1991,2,interlagos,cesaris,1959-05-31,Italian,jordan,13,,Engine,0.0,20
530,1991,2,interlagos,modena,1963-05-12,Italian,tyrrell,9,,Gearbox,0.0,21
531,1991,2,interlagos,capelli,1963-05-24,Italian,leyton,15,,Transmission,0.0,22
532,1991,2,interlagos,satoru_nakajima,1953-02-23,Japanese,tyrrell,16,,Spun off,0.0,23
533,1991,2,interlagos,gugelmin,1963-04-20,Brazilian,leyton,8,,Physical,0.0,24
534,1991,2,interlagos,tarquini,1962-03-02,Italian,ags,24,,Suspension,0.0,25
535,1991,2,interlagos,suzuki,1960-09-08,Japanese,larrousse,17,,Fuel pump,0.0,26
536,1991,2,interlagos,caffi,1964-03-18,Italian,footwork,0,,Did not qualify,0.0,27
537,1991,2,interlagos,johansson,1956-09-08,Swedish,ags,0,,Did not qualify,0.0,28
538,1991,2,interlagos,alboreto,1956-12-23,Italian,footwork,0,,Did not qualify,0.0,29
539,1991,2,interlagos,bailey,1961-10-09,British,team_lotus,0,,Did not qualify,0.0,30
540,1991,3,imola,senna,1960-03-21,Brazilian,mclaren,1,5714750.0,Finished,10.0,1
541,1991,3,imola,berger,1959-08-27,Austrian,mclaren,5,5716425.0,Finished,6.0,2
542,1991,3,imola,lehto,1966-01-31,Finnish,dallara,16,,+1 Lap,4.0,3
543,1991,3,imola,martini,1961-04-23,Italian,minardi,9,,+2 Laps,3.0,4
544,1991,3,imola,hakkinen,1968-09-28,Finnish,team_lotus,25,,+3 Laps,2.0,5
545,1991,3,imola,bailey,1961-10-09,British,team_lotus,26,,+3 Laps,1.0,6
546,1991,3,imola,boutsen,1957-07-13,Belgian,ligier,24,,+3 Laps,0.0,7
547,1991,3,imola,blundell,1966-04-08,British,brabham,23,,+3 Laps,0.0,8
548,1991,3,imola,poele,1961-09-30,Belgian,lambo,21,,Out of fuel,0.0,9
549,1991,3,imola,comas,1963-09-28,French,ligier,19,,+4 Laps,0.0,10
550,1991,3,imola,brundle,1959-06-01,British,brabham,18,,+4 Laps,0.0,11
551,1991,3,imola,gugelmin,1963-04-20,Brazilian,leyton,15,,Engine,0.0,12
552,1991,3,imola,moreno,1959-02-11,Brazilian,benetton,13,,Engine,0.0,13
553,1991,3,imola,modena,1963-05-12,Italian,tyrrell,6,,Transmission,0.0,14
554,1991,3,imola,cesaris,1959-05-31,Italian,jordan,11,,Gearbox,0.0,15
555,1991,3,imola,gachot,1962-12-23,Belgian,jordan,13,,Suspension,0.0,16
556,1991,3,imola,capelli,1963-05-24,Italian,leyton,22,,Spun off,0.0,17
557,1991,3,imola,bernard,1964-08-24,French,lola,17,,Engine,0.0,18
558,1991,3,imola,patrese,1954-04-17,Italian,williams,2,,Electrical,0.0,19
559,1991,3,imola,satoru_nakajima,1953-02-23,Japanese,tyrrell,10,,Transmission,0.0,20
560,1991,3,imola,morbidelli,1968-01-13,Italian,minardi,8,,Gearbox,0.0,21
561,1991,3,imola,alesi,1964-06-11,French,ferrari,7,,Spun off,0.0,22
562,1991,3,imola,suzuki,1960-09-08,Japanese,lola,20,,Spun off,0.0,23
563,1991,3,imola,piquet,1952-08-17,Brazilian,benetton,14,,Spun off,0.0,24
564,1991,3,imola,mansell,1953-08-08,British,williams,4,,Collision,0.0,25
565,1991,3,imola,prost,1955-02-24,French,ferrari,3,,Spun off,0.0,26
566,1991,3,imola,tarquini,1962-03-02,Italian,ags,0,,Did not qualify,0.0,27
567,1991,3,imola,barbazza,1963-04-02,Italian,ags,0,,Did not qualify,0.0,28
568,1991,3,imola,caffi,1964-03-18,Italian,footwork,0,,Did not qualify,0.0,29
569,1991,3,imola,alboreto,1956-12-23,Italian,footwork,0,,Did not qualify,0.0,30
570,1991,4,monaco,senna,1960-03-21,Brazilian,mclaren,1,6782334.0,Finished,10.0,1
571,1991,4,monaco,mansell,1953-08-08,British,williams,5,6800682.0,Finished,6.0,2
572,1991,4,monaco,alesi,1964-06-11,French,ferrari,9,6829789.0,Finished,4.0,3
573,1991,4,monaco,moreno,1959-02-11,Brazilian,benetton,8,,+1 Lap,3.0,4
574,1991,4,monaco,prost,1955-02-24,French,ferrari,7,,+1 Lap,2.0,5
575,1991,4,monaco,pirro,1962-01-12,Italian,dallara,12,,+1 Lap,1.0,6
576,1991,4,monaco,boutsen,1957-07-13,Belgian,ligier,16,,+2 Laps,0.0,7
577,1991,4,monaco,gachot,1962-12-23,Belgian,jordan,23,,+2 Laps,0.0,8
578,1991,4,monaco,bernard,1964-08-24,French,lola,13,,+2 Laps,0.0,9
579,1991,4,monaco,comas,1963-09-28,French,ligier,26,,+2 Laps,0.0,10
580,1991,4,monaco,lehto,1966-01-31,Finnish,dallara,21,,+3 Laps,0.0,11
581,1991,4,monaco,martini,1961-04-23,Italian,minardi,14,,+6 Laps,0.0,12
582,1991,4,monaco,hakkinen,1968-09-28,Finnish,team_lotus,25,,Oil leak,0.0,13
583,1991,4,monaco,morbidelli,1968-01-13,Italian,minardi,17,,Gearbox,0.0,14
584,1991,4,monaco,gugelmin,1963-04-20,Brazilian,leyton,15,,Throttle,0.0,15
585,1991,4,monaco,modena,1963-05-12,Italian,tyrrell,2,,Engine,0.0,16
586,1991,4,monaco,patrese,1954-04-17,Italian,williams,3,,Spun off,0.0,17
587,1991,4,monaco,blundell,1966-04-08,British,brabham,19,,Spun off,0.0,18
588,1991,4,monaco,alboreto,1956-12-23,Italian,footwork,22,,Engine,0.0,19
589,1991,4,monaco,satoru_nakajima,1953-02-23,Japanese,tyrrell,11,,Spun off,0.0,20
590,1991,4,monaco,suzuki,1960-09-08,Japanese,lola,20,,Engine,0.0,21
