,season,round,constructor,constructor_points,constructor_wins,constructor_standings_pos
0,1990,1,mclaren,0.0,0.0,0.0
1,1990,1,tyrrell,0.0,0.0,0.0
2,1990,1,williams,0.0,0.0,0.0
3,1990,1,benetton,0.0,0.0,0.0
4,1990,1,brabham,0.0,0.0,0.0
5,1990,1,minardi,0.0,0.0,0.0
6,1990,1,larrousse,0.0,0.0,0.0
7,1990,1,arrows,0.0,0.0,0.0
8,1990,1,eurobrun,0.0,0.0,0.0
9,1990,1,leyton,0.0,0.0,0.0
10,1990,1,ferrari,0.0,0.0,0.0
11,1990,1,osella,0.0,0.0,0.0
12,1990,1,dallara,0.0,0.0,0.0
13,1990,1,team_lotus,0.0,0.0,0.0
14,1990,1,ligier,0.0,0.0,0.0
15,1990,1,onyx,0.0,0.0,0.0
16,1990,1,ags,0.0,0.0,0.0
17,1990,1,life,0.0,0.0,0.0
18,1990,1,coloni,0.0,0.0,0.0
19,1990,2,mclaren,9.0,1.0,1.0
20,1990,2,ferrari,0.0,0.0,11.0
21,1990,2,tyrrell,7.0,0.0,2.0
22,1990,2,williams,4.0,0.0,3.0
23,1990,2,benetton,3.0,0.0,4.0
24,1990,2,brabham,2.0,0.0,5.0
25,1990,2,minardi,0.0,0.0,6.0
26,1990,2,larrousse,0.0,0.0,7.0
27,1990,2,arrows,0.0,0.0,8.0
28,1990,2,ligier,0.0,0.0,15.0
29,1990,2,eurobrun,0.0,0.0,9.0
30,1990,2,dallara,0.0,0.0,13.0
31,1990,2,leyton,0.0,0.0,10.0
32,1990,2,team_lotus,0.0,0.0,14.0
33,1990,2,ags,0.0,0.0,17.0
34,1990,2,osella,0.0,0.0,12.0
35,1990,2,onyx,0.0,0.0,16.0
36,1990,2,coloni,0.0,0.0,19.0
37,1990,2,life,0.0,0.0,18.0
38,1990,3,mclaren,19.0,1.0,1.0
39,1990,3,williams,6.0,0.0,4.0
40,1990,3,ferrari,12.0,1.0,2.0
41,1990,3,benetton,4.0,0.0,5.0
42,1990,3,tyrrell,7.0,0.0,3.0
43,1990,3,brabham,2.0,0.0,6.0
44,1990,3,team_lotus,0.0,0.0,14.0
45,1990,3,minardi,0.0,0.0,7.0
46,1990,3,larrousse,0.0,0.0,8.0
47,1990,3,ligier,0.0,0.0,10.0
48,1990,3,arrows,0.0,0.0,9.0
49,1990,3,onyx,0.0,0.0,17.0
50,1990,3,eurobrun,0.0,0.0,11.0
51,1990,3,dallara,0.0,0.0,12.0
52,1990,3,leyton,0.0,0.0,13.0
53,1990,3,osella,0.0,0.0,16.0
54,1990,3,ags,0.0,0.0,15.0
55,1990,3,coloni,0.0,0.0,18.0
56,1990,3,life,0.0,0.0,19.0
57,1990,4,mclaren,25.0,1.0,1.0
58,1990,4,williams,15.0,1.0,2.0
59,1990,4,ferrari,15.0,1.0,3.0
60,1990,4,tyrrell,8.0,0.0,5.0
61,1990,4,benetton,10.0,0.0,4.0
62,1990,4,arrows,0.0,0.0,11.0
63,1990,4,brabham,2.0,0.0,6.0
64,1990,4,larrousse,0.0,0.0,9.0
65,1990,4,team_lotus,0.0,0.0,7.0
66,1990,4,minardi,0.0,0.0,8.0
67,1990,4,onyx,0.0,0.0,12.0
68,1990,4,ligier,0.0,0.0,10.0
69,1990,4,eurobrun,0.0,0.0,13.0
70,1990,4,dallara,0.0,0.0,14.0
71,1990,4,leyton,0.0,0.0,15.0
72,1990,4,osella,0.0,0.0,16.0
73,1990,4,ags,0.0,0.0,17.0
74,1990,4,coloni,0.0,0.0,18.0
75,1990,4,life,0.0,0.0,19.0
76,1990,5,mclaren,38.0,2.0,1.0
77,1990,5,ferrari,15.0,1.0,3.0
78,1990,5,williams,18.0,1.0,2.0
79,1990,5,benetton,10.0,0.0,5.0
80,1990,5,tyrrell,14.0,0.0,4.0
81,1990,5,brabham,2.0,0.0,7.0
82,1990,5,arrows,2.0,0.0,6.0
83,1990,5,team_lotus,0.0,0.0,9.0
84,1990,5,larrousse,1.0,0.0,8.0
85,1990,5,minardi,0.0,0.0,10.0
86,1990,5,onyx,0.0,0.0,11.0
87,1990,5,ligier,0.0,0.0,12.0
88,1990,5,leyton,0.0,0.0,15.0
89,1990,5,osella,0.0,0.0,16.0
90,1990,5,eurobrun,0.0,0.0,13.0
91,1990,5,dallara,0.0,0.0,14.0
92,1990,5,ags,0.0,0.0,17.0
93,1990,5,coloni,0.0,0.0,18.0
94,1990,5,life,0.0,0.0,19.0
95,1990,6,mclaren,50.0,3.0,1.0
96,1990,6,ferrari,21.0,1.0,2.0
97,1990,6,williams,18.0,1.0,3.0
98,1990,6,benetton,16.0,0.0,4.0
99,1990,6,tyrrell,14.0,0.0,5.0
100,1990,6,brabham,2.0,0.0,6.0
101,1990,6,arrows,2.0,0.0,7.0
102,1990,6,team_lotus,1.0,0.0,8.0
103,1990,6,larrousse,1.0,0.0,9.0
104,1990,6,minardi,0.0,0.0,10.0
105,1990,6,onyx,0.0,0.0,11.0
106,1990,6,ligier,0.0,0.0,12.0
107,1990,6,leyton,0.0,0.0,13.0
108,1990,6,dallara,0.0,0.0,16.0
109,1990,6,osella,0.0,0.0,14.0
110,1990,6,eurobrun,0.0,0.0,15.0
111,1990,6,ags,0.0,0.0,17.0
112,1990,6,coloni,0.0,0.0,18.0
113,1990,6,life,0.0,0.0,19.0
114,1990,7,mclaren,54.0,3.0,1.0
115,1990,7,ferrari,36.0,2.0,2.0
116,1990,7,benetton,20.0,0.0,4.0
117,1990,7,williams,20.0,1.0,3.0
118,1990,7,tyrrell,14.0,0.0,5.0
119,1990,7,leyton,0.0,0.0,13.0
120,1990,7,brabham,2.0,0.0,6.0
121,1990,7,arrows,2.0,0.0,7.0
122,1990,7,larrousse,1.0,0.0,9.0
123,1990,7,team_lotus,1.0,0.0,8.0
124,1990,7,minardi,0.0,0.0,10.0
125,1990,7,onyx,0.0,0.0,11.0
126,1990,7,ligier,0.0,0.0,12.0
127,1990,7,dallara,0.0,0.0,14.0
128,1990,7,osella,0.0,0.0,15.0
129,1990,7,eurobrun,0.0,0.0,16.0
130,1990,7,ags,0.0,0.0,17.0
131,1990,7,coloni,0.0,0.0,18.0
132,1990,7,life,0.0,0.0,19.0
133,1990,8,mclaren,60.0,3.0,1.0
134,1990,8,ferrari,45.0,3.0,2.0
135,1990,8,williams,21.0,1.0,4.0
136,1990,8,benetton,23.0,0.0,3.0
137,1990,8,tyrrell,14.0,0.0,5.0
138,1990,8,leyton,6.0,0.0,6.0
139,1990,8,larrousse,1.0,0.0,9.0
140,1990,8,arrows,2.0,0.0,8.0
141,1990,8,brabham,2.0,0.0,7.0
142,1990,8,team_lotus,1.0,0.0,10.0
143,1990,8,minardi,0.0,0.0,11.0
144,1990,8,onyx,0.0,0.0,12.0
145,1990,8,ligier,0.0,0.0,13.0
146,1990,8,dallara,0.0,0.0,14.0
147,1990,8,osella,0.0,0.0,15.0
148,1990,8,eurobrun,0.0,0.0,16.0
149,1990,8,ags,0.0,0.0,17.0
150,1990,8,coloni,0.0,0.0,18.0
151,1990,8,life,0.0,0.0,19.0
152,1990,9,mclaren,64.0,3.0,1.0
153,1990,9,ferrari,54.0,4.0,2.0
154,1990,9,benetton,25.0,0.0,4.0
155,1990,9,williams,27.0,1.0,3.0
156,1990,9,tyrrell,14.0,0.0,5.0
157,1990,9,leyton,6.0,0.0,6.0
158,1990,9,larrousse,5.0,0.0,7.0
159,1990,9,arrows,2.0,0.0,8.0
160,1990,9,brabham,2.0,0.0,9.0
161,1990,9,team_lotus,1.0,0.0,10.0
162,1990,9,minardi,0.0,0.0,11.0
163,1990,9,onyx,0.0,0.0,12.0
164,1990,9,ligier,0.0,0.0,13.0
165,1990,9,dallara,0.0,0.0,14.0
166,1990,9,osella,0.0,0.0,15.0
167,1990,9,eurobrun,0.0,0.0,16.0
168,1990,9,ags,0.0,0.0,17.0
169,1990,9,coloni,0.0,0.0,18.0
170,1990,9,life,0.0,0.0,19.0
171,1990,10,mclaren,77.0,4.0,1.0
172,1990,10,ferrari,57.0,4.0,2.0
173,1990,10,williams,30.0,1.0,4.0
174,1990,10,benetton,31.0,0.0,3.0
175,1990,10,tyrrell,14.0,0.0,5.0
176,1990,10,leyton,6.0,0.0,6.0
177,1990,10,larrousse,5.0,0.0,7.0
178,1990,10,team_lotus,1.0,0.0,10.0
179,1990,10,arrows,2.0,0.0,8.0
180,1990,10,brabham,2.0,0.0,9.0
181,1990,10,minardi,0.0,0.0,11.0
182,1990,10,onyx,0.0,0.0,12.0
183,1990,10,ligier,0.0,0.0,13.0
184,1990,10,dallara,0.0,0.0,14.0
185,1990,10,ags,0.0,0.0,17.0
186,1990,10,osella,0.0,0.0,15.0
187,1990,10,eurobrun,0.0,0.0,16.0
188,1990,10,coloni,0.0,0.0,18.0
189,1990,10,life,0.0,0.0,19.0
190,1990,11,mclaren,83.0,4.0,1.0
191,1990,11,ferrari,57.0,4.0,2.0
192,1990,11,williams,42.0,2.0,3.0
193,1990,11,benetton,35.0,0.0,4.0
194,1990,11,tyrrell,14.0,0.0,5.0
195,1990,11,leyton,6.0,0.0,6.0
196,1990,11,larrousse,6.0,0.0,7.0
197,1990,11,team_lotus,3.0,0.0,8.0
198,1990,11,arrows,2.0,0.0,9.0
199,1990,11,brabham,2.0,0.0,10.0
200,1990,11,minardi,0.0,0.0,11.0
201,1990,11,onyx,0.0,0.0,12.0
202,1990,11,ligier,0.0,0.0,13.0
203,1990,11,dallara,0.0,0.0,14.0
204,1990,11,osella,0.0,0.0,16.0
205,1990,11,ags,0.0,0.0,15.0
206,1990,11,eurobrun,0.0,0.0,17.0
207,1990,11,coloni,0.0,0.0,18.0
208,1990,11,life,0.0,0.0,19.0
209,1990,12,mclaren,96.0,5.0,1.0
210,1990,12,ferrari,63.0,4.0,2.0
211,1990,12,williams,42.0,2.0,3.0
212,1990,12,benetton,40.0,0.0,4.0
213,1990,12,tyrrell,14.0,0.0,5.0
214,1990,12,leyton,7.0,0.0,6.0
215,1990,12,larrousse,6.0,0.0,7.0
216,1990,12,team_lotus,3.0,0.0,8.0
217,1990,12,arrows,2.0,0.0,9.0
218,1990,12,brabham,2.0,0.0,10.0
219,1990,12,minardi,0.0,0.0,11.0
220,1990,12,onyx,0.0,0.0,12.0
221,1990,12,ligier,0.0,0.0,13.0
222,1990,12,dallara,0.0,0.0,14.0
223,1990,12,osella,0.0,0.0,15.0
224,1990,12,ags,0.0,0.0,16.0
225,1990,12,eurobrun,0.0,0.0,17.0
226,1990,12,coloni,0.0,0.0,18.0
227,1990,12,life,0.0,0.0,19.0
228,1990,13,mclaren,109.0,6.0,1.0
229,1990,13,ferrari,72.0,4.0,2.0
230,1990,13,williams,44.0,2.0,3.0
231,1990,13,benetton,40.0,0.0,4.0
232,1990,13,tyrrell,15.0,0.0,5.0
233,1990,13,leyton,7.0,0.0,6.0
234,1990,13,larrousse,6.0,0.0,7.0
235,1990,13,team_lotus,3.0,0.0,8.0
236,1990,13,arrows,2.0,0.0,9.0
237,1990,13,brabham,2.0,0.0,10.0
238,1990,13,minardi,0.0,0.0,11.0
239,1990,13,onyx,0.0,0.0,12.0
240,1990,13,ligier,0.0,0.0,13.0
241,1990,13,dallara,0.0,0.0,14.0
242,1990,13,osella,0.0,0.0,15.0
243,1990,13,ags,0.0,0.0,16.0
244,1990,13,eurobrun,0.0,0.0,17.0
245,1990,13,coloni,0.0,0.0,18.0
246,1990,13,life,0.0,0.0,19.0
247,1990,14,mclaren,118.0,6.0,1.0
248,1990,14,ferrari,85.0,5.0,2.0
249,1990,14,williams,44.0,2.0,3.0
250,1990,14,benetton,43.0,0.0,4.0
251,1990,14,tyrrell,15.0,0.0,5.0
252,1990,14,leyton,7.0,0.0,6.0
253,1990,14,larrousse,6.0,0.0,7.0
254,1990,14,team_lotus,3.0,0.0,8.0
255,1990,14,arrows,2.0,0.0,9.0
256,1990,14,brabham,2.0,0.0,10.0
257,1990,14,ligier,0.0,0.0,13.0
258,1990,14,minardi,0.0,0.0,11.0
259,1990,14,onyx,0.0,0.0,12.0
260,1990,14,ags,0.0,0.0,16.0
261,1990,14,dallara,0.0,0.0,14.0
262,1990,14,osella,0.0,0.0,15.0
263,1990,14,eurobrun,0.0,0.0,17.0
264,1990,14,coloni,0.0,0.0,18.0
265,1990,14,life,0.0,0.0,19.0
266,1990,15,mclaren,118.0,6.0,1.0
267,1990,15,ferrari,100.0,6.0,2.0
268,1990,15,benetton,47.0,0.0,4.0
269,1990,15,williams,49.0,2.0,3.0
270,1990,15,tyrrell,15.0,0.0,5.0
271,1990,15,larrousse,7.0,0.0,7.0
272,1990,15,leyton,7.0,0.0,6.0
273,1990,15,team_lotus,3.0,0.0,8.0
274,1990,15,arrows,2.0,0.0,9.0
275,1990,15,brabham,2.0,0.0,10.0
276,1990,15,ligier,0.0,0.0,11.0
277,1990,15,minardi,0.0,0.0,12.0
278,1990,15,onyx,0.0,0.0,13.0
279,1990,15,ags,0.0,0.0,14.0
280,1990,15,dallara,0.0,0.0,15.0
281,1990,15,osella,0.0,0.0,16.0
282,1990,15,eurobrun,0.0,0.0,17.0
283,1990,15,coloni,0.0,0.0,18.0
284,1990,15,life,0.0,0.0,19.0
285,1990,16,mclaren,118.0,6.0,1.0
286,1990,16,ferrari,100.0,6.0,2.0
287,1990,16,benetton,62.0,1.0,3.0
288,1990,16,williams,54.0,2.0,4.0
289,1990,16,tyrrell,16.0,0.0,5.0
290,1990,16,larrousse,11.0,0.0,6.0
291,1990,16,leyton,7.0,0.0,7.0
292,1990,16,team_lotus,3.0,0.0,8.0
293,1990,16,arrows,2.0,0.0,9.0
294,1990,16,brabham,2.0,0.0,10.0
295,1990,16,ligier,0.0,0.0,11.0
296,1990,16,minardi,0.0,0.0,12.0
297,1990,16,onyx,0.0,0.0,13.0
298,1990,16,ags,0.0,0.0,14.0
299,1990,16,dallara,0.0,0.0,15.0
300,1990,16,osella,0.0,0.0,16.0
301,1990,16,eurobrun,0.0,0.0,17.0
302,1990,16,coloni,0.0,0.0,18.0
303,1990,16,life,0.0,0.0,19.0
304,1991,1,mclaren,0.0,0.0,0.0
305,1991,1,ferrari,0.0,0.0,0.0
306,1991,1,tyrrell,0.0,0.0,0.0
307,1991,1,benetton,0.0,0.0,0.0
308,1991,1,larrousse,0.0,0.0,0.0
309,1991,1,lambo,0.0,0.0,0.0
310,1991,1,ags,0.0,0.0,0.0
311,1991,1,minardi,0.0,0.0,0.0
312,1991,1,jordan,0.0,0.0,0.0
313,1991,1,brabham,0.0,0.0,0.0
314,1991,1,team_lotus,0.0,0.0,0.0
315,1991,1,williams,0.0,0.0,0.0
316,1991,1,footwork,0.0,0.0,0.0
317,1991,1,leyton,0.0,0.0,0.0
318,1991,1,ligier,0.0,0.0,0.0
319,1991,1,dallara,0.0,0.0,0.0
320,1991,1,coloni,0.0,0.0,0.0
321,1991,1,fondmetal,0.0,0.0,0.0
322,1991,2,mclaren,10.0,1.0,1.0
323,1991,2,ferrari,6.0,0.0,2.0
324,1991,2,williams,0.0,0.0,12.0
325,1991,2,benetton,4.0,0.0,4.0
326,1991,2,tyrrell,5.0,0.0,3.0
327,1991,2,larrousse,1.0,0.0,5.0
328,1991,2,lambo,0.0,0.0,6.0
329,1991,2,minardi,0.0,0.0,8.0
330,1991,2,ags,0.0,0.0,7.0
331,1991,2,team_lotus,0.0,0.0,11.0
332,1991,2,jordan,0.0,0.0,9.0
333,1991,2,ligier,0.0,0.0,15.0
334,1991,2,brabham,0.0,0.0,10.0
335,1991,2,dallara,0.0,0.0,16.0
336,1991,2,footwork,0.0,0.0,13.0
337,1991,2,leyton,0.0,0.0,14.0
338,1991,2,fondmetal,0.0,0.0,18.0
339,1991,2,coloni,0.0,0.0,17.0
340,1991,3,mclaren,24.0,2.0,1.0
341,1991,3,ferrari,10.0,0.0,2.0
342,1991,3,williams,6.0,0.0,3.0
343,1991,3,benetton,6.0,0.0,4.0
344,1991,3,tyrrell,5.0,0.0,5.0
345,1991,3,dallara,0.0,0.0,14.0
346,1991,3,minardi,0.0,0.0,8.0
347,1991,3,team_lotus,0.0,0.0,10.0
348,1991,3,larrousse,1.0,0.0,6.0
349,1991,3,lambo,0.0,0.0,7.0
350,1991,3,ligier,0.0,0.0,12.0
351,1991,3,brabham,0.0,0.0,13.0
352,1991,3,ags,0.0,0.0,9.0
353,1991,3,jordan,0.0,0.0,11.0
354,1991,3,leyton,0.0,0.0,16.0
355,1991,3,footwork,0.0,0.0,15.0
356,1991,3,lola,0.0,0.0,0.0
357,1991,3,fondmetal,0.0,0.0,17.0
358,1991,3,coloni,0.0,0.0,18.0
359,1991,4,mclaren,40.0,3.0,1.0
360,1991,4,ferrari,10.0,0.0,2.0
361,1991,4,williams,6.0,0.0,3.0
362,1991,4,benetton,6.0,0.0,4.0
363,1991,4,dallara,4.0,0.0,6.0
364,1991,4,tyrrell,5.0,0.0,5.0
365,1991,4,minardi,3.0,0.0,7.0
366,1991,4,team_lotus,3.0,0.0,8.0
367,1991,4,larrousse,1.0,0.0,9.0
368,1991,4,ligier,0.0,0.0,11.0
369,1991,4,lambo,0.0,0.0,10.0
370,1991,4,jordan,0.0,0.0,14.0
371,1991,4,brabham,0.0,0.0,12.0
372,1991,4,ags,0.0,0.0,13.0
373,1991,4,lola,0.0,0.0,17.0
374,1991,4,leyton,0.0,0.0,15.0
375,1991,4,footwork,0.0,0.0,16.0
376,1991,4,fondmetal,0.0,0.0,18.0
377,1991,4,coloni,0.0,0.0,19.0
378,1991,5,mclaren,50.0,4.0,1.0
379,1991,5,benetton,9.0,0.0,4.0
380,1991,5,williams,12.0,0.0,3.0
381,1991,5,ferrari,16.0,0.0,2.0
382,1991,5,tyrrell,5.0,0.0,6.0
383,1991,5,dallara,5.0,0.0,5.0
384,1991,5,jordan,0.0,0.0,12.0
385,1991,5,minardi,3.0,0.0,7.0
386,1991,5,team_lotus,3.0,0.0,8.0
387,1991,5,larrousse,1.0,0.0,9.0
388,1991,5,ligier,0.0,0.0,10.0
389,1991,5,lambo,0.0,0.0,11.0
390,1991,5,brabham,0.0,0.0,13.0
391,1991,5,ags,0.0,0.0,14.0
392,1991,5,lola,0.0,0.0,15.0
393,1991,5,leyton,0.0,0.0,16.0
394,1991,5,footwork,0.0,0.0,17.0
395,1991,5,fondmetal,0.0,0.0,18.0
396,1991,5,coloni,0.0,0.0,19.0
397,1991,6,mclaren,50.0,4.0,1.0
398,1991,6,williams,17.0,0.0,3.0
399,1991,6,benetton,19.0,1.0,2.0
400,1991,6,ferrari,16.0,0.0,4.0
401,1991,6,tyrrell,11.0,0.0,5.0
402,1991,6,jordan,5.0,0.0,7.0
403,1991,6,dallara,5.0,0.0,6.0
404,1991,6,minardi,3.0,0.0,8.0
405,1991,6,team_lotus,3.0,0.0,9.0
406,1991,6,lola,0.0,0.0,15.0
407,1991,6,larrousse,1.0,0.0,10.0
408,1991,6,ligier,0.0,0.0,11.0
409,1991,6,lambo,0.0,0.0,12.0
410,1991,6,brabham,0.0,0.0,13.0
411,1991,6,ags,0.0,0.0,14.0
412,1991,6,leyton,0.0,0.0,16.0
413,1991,6,footwork,0.0,0.0,17.0
414,1991,6,fondmetal,0.0,0.0,18.0
415,1991,6,coloni,0.0,0.0,19.0
416,1991,7,mclaren,54.0,4.0,1.0
417,1991,7,williams,33.0,1.0,2.0
418,1991,7,ferrari,16.0,0.0,4.0
419,1991,7,benetton,21.0,1.0,3.0
420,1991,7,tyrrell,11.0,0.0,5.0
421,1991,7,jordan,8.0,0.0,6.0
422,1991,7,dallara,5.0,0.0,7.0
423,1991,7,minardi,3.0,0.0,8.0
424,1991,7,team_lotus,3.0,0.0,9.0
425,1991,7,lola,1.0,0.0,10.0
426,1991,7,larrousse,1.0,0.0,11.0
427,1991,7,ligier,0.0,0.0,12.0
428,1991,7,lambo,0.0,0.0,13.0
429,1991,7,leyton,0.0,0.0,16.0
430,1991,7,brabham,0.0,0.0,14.0
431,1991,7,ags,0.0,0.0,15.0
432,1991,7,footwork,0.0,0.0,17.0
433,1991,7,fondmetal,0.0,0.0,18.0
434,1991,7,coloni,0.0,0.0,19.0
435,1991,8,mclaren,58.0,4.0,1.0
436,1991,8,williams,45.0,2.0,2.0
437,1991,8,ferrari,25.0,0.0,3.0
438,1991,8,benetton,21.0,1.0,4.0
439,1991,8,tyrrell,11.0,0.0,5.0
440,1991,8,jordan,9.0,0.0,6.0
441,1991,8,dallara,5.0,0.0,7.0
442,1991,8,minardi,3.0,0.0,8.0
443,1991,8,team_lotus,3.0,0.0,9.0
444,1991,8,lola,1.0,0.0,10.0
445,1991,8,larrousse,1.0,0.0,11.0
446,1991,8,ligier,0.0,0.0,12.0
447,1991,8,lambo,0.0,0.0,13.0
448,1991,8,leyton,0.0,0.0,14.0
449,1991,8,brabham,0.0,0.0,15.0
450,1991,8,ags,0.0,0.0,16.0
451,1991,8,footwork,0.0,0.0,17.0
452,1991,8,fondmetal,0.0,0.0,18.0
453,1991,8,coloni,0.0,0.0,19.0
454,1991,9,williams,55.0,3.0,2.0
455,1991,9,mclaren,67.0,4.0,1.0
456,1991,9,ferrari,29.0,0.0,3.0
457,1991,9,benetton,23.0,1.0,4.0
458,1991,9,jordan,10.0,0.0,6.0
459,1991,9,tyrrell,11.0,0.0,5.0
460,1991,9,dallara,5.0,0.0,7.0
461,1991,9,minardi,3.0,0.0,8.0
462,1991,9,team_lotus,3.0,0.0,9.0
463,1991,9,lola,1.0,0.0,10.0
464,1991,9,larrousse,1.0,0.0,11.0
465,1991,9,ligier,0.0,0.0,12.0
466,1991,9,lambo,0.0,0.0,13.0
467,1991,9,leyton,0.0,0.0,14.0
468,1991,9,brabham,0.0,0.0,15.0
469,1991,9,ags,0.0,0.0,16.0
470,1991,9,footwork,0.0,0.0,17.0
471,1991,9,fondmetal,0.0,0.0,18.0
472,1991,9,coloni,0.0,0.0,19.0
473,1991,10,mclaren,70.0,4.0,2.0
474,1991,10,williams,71.0,4.0,1.0
475,1991,10,ferrari,33.0,0.0,3.0
476,1991,10,benetton,23.0,1.0,4.0
477,1991,10,jordan,13.0,0.0,5.0
478,1991,10,tyrrell,11.0,0.0,6.0
479,1991,10,dallara,5.0,0.0,7.0
480,1991,10,minardi,3.0,0.0,8.0
481,1991,10,team_lotus,3.0,0.0,9.0
482,1991,10,leyton,0.0,0.0,14.0
483,1991,10,lola,1.0,0.0,10.0
484,1991,10,larrousse,1.0,0.0,11.0
485,1991,10,ligier,0.0,0.0,12.0
486,1991,10,lambo,0.0,0.0,13.0
487,1991,10,brabham,0.0,0.0,15.0
488,1991,10,ags,0.0,0.0,16.0
489,1991,10,footwork,0.0,0.0,17.0
490,1991,10,fondmetal,0.0,0.0,18.0
491,1991,10,coloni,0.0,0.0,19.0
492,1991,11,mclaren,83.0,5.0,1.0
493,1991,11,williams,81.0,4.0,2.0
494,1991,11,ferrari,35.0,0.0,3.0
495,1991,11,benetton,23.0,1.0,4.0
496,1991,11,jordan,13.0,0.0,5.0
497,1991,11,tyrrell,11.0,0.0,6.0
498,1991,11,dallara,5.0,0.0,7.0
499,1991,11,minardi,3.0,0.0,8.0
500,1991,11,team_lotus,3.0,0.0,9.0
501,1991,11,leyton,1.0,0.0,10.0
502,1991,11,brabham,0.0,0.0,15.0
503,1991,11,lola,1.0,0.0,11.0
504,1991,11,larrousse,1.0,0.0,12.0
505,1991,11,ligier,0.0,0.0,13.0
506,1991,11,lambo,0.0,0.0,14.0
507,1991,11,ags,0.0,0.0,16.0
508,1991,11,fondmetal,0.0,0.0,18.0
509,1991,11,footwork,0.0,0.0,17.0
510,1991,11,coloni,0.0,0.0,19.0
511,1991,12,mclaren,99.0,6.0,1.0
512,1991,12,williams,83.0,4.0,2.0
513,1991,12,ferrari,35.0,0.0,3.0
514,1991,12,benetton,30.0,1.0,4.0
515,1991,12,jordan,13.0,0.0,5.0
516,1991,12,tyrrell,11.0,0.0,6.0
517,1991,12,dallara,5.0,0.0,7.0
518,1991,12,minardi,3.0,0.0,8.0
519,1991,12,team_lotus,3.0,0.0,9.0
520,1991,12,leyton,1.0,0.0,10.0
521,1991,12,brabham,1.0,0.0,11.0
522,1991,12,lola,1.0,0.0,12.0
523,1991,12,larrousse,1.0,0.0,13.0
524,1991,12,ligier,0.0,0.0,14.0
525,1991,12,lambo,0.0,0.0,15.0
526,1991,12,ags,0.0,0.0,16.0
527,1991,12,fondmetal,0.0,0.0,17.0
528,1991,12,footwork,0.0,0.0,18.0
529,1991,12,coloni,0.0,0.0,19.0
530,1991,13,mclaren,108.0,6.0,1.0
531,1991,13,williams,93.0,5.0,2.0
532,1991,13,ferrari,39.0,0.0,3.0
533,1991,13,benetton,33.0,1.0,4.0
534,1991,13,jordan,13.0,0.0,5.0
535,1991,13,tyrrell,11.0,0.0,6.0
536,1991,13,minardi,3.0,0.0,8.0
537,1991,13,dallara,5.0,0.0,7.0
538,1991,13,team_lotus,3.0,0.0,9.0
539,1991,13,leyton,1.0,0.0,10.0
540,1991,13,brabham,1.0,0.0,11.0
541,1991,13,lola,1.0,0.0,12.0
542,1991,13,larrousse,1.0,0.0,13.0
543,1991,13,ligier,0.0,0.0,14.0
544,1991,13,lambo,0.0,0.0,15.0
545,1991,13,ags,0.0,0.0,16.0
546,1991,13,fondmetal,0.0,0.0,17.0
547,1991,13,footwork,0.0,0.0,18.0
548,1991,13,coloni,0.0,0.0,19.0
549,1991,14,williams,103.0,6.0,2.0
550,1991,14,mclaren,114.0,6.0,1.0
551,1991,14,ferrari,43.0,0.0,3.0
552,1991,14,benetton,36.0,1.0,4.0
553,1991,14,jordan,13.0,0.0,5.0
554,1991,14,tyrrell,11.0,0.0,6.0
555,1991,14,minardi,6.0,0.0,7.0
556,1991,14,dallara,5.0,0.0,8.0
557,1991,14,team_lotus,3.0,0.0,9.0
558,1991,14,leyton,1.0,0.0,10.0
559,1991,14,brabham,1.0,0.0,11.0
560,1991,14,lola,1.0,0.0,12.0
561,1991,14,larrousse,1.0,0.0,13.0
562,1991,14,ligier,0.0,0.0,14.0
563,1991,14,lambo,0.0,0.0,15.0
564,1991,14,ags,0.0,0.0,16.0
565,1991,14,fondmetal,0.0,0.0,17.0
566,1991,14,footwork,0.0,0.0,18.0
567,1991,14,coloni,0.0,0.0,19.0
568,1991,15,mclaren,116.0,6.0,2.0
569,1991,15,williams,117.0,7.0,1.0
570,1991,15,ferrari,52.0,0.0,3.0
571,1991,15,benetton,37.0,1.0,4.0
572,1991,15,jordan,13.0,0.0,5.0
573,1991,15,tyrrell,11.0,0.0,6.0
574,1991,15,minardi,6.0,0.0,7.0
575,1991,15,dallara,5.0,0.0,8.0
576,1991,15,team_lotus,3.0,0.0,9.0
577,1991,15,brabham,1.0,0.0,11.0
578,1991,15,leyton,1.0,0.0,10.0
579,1991,15,lola,1.0,0.0,12.0
580,1991,15,larrousse,1.0,0.0,13.0
581,1991,15,ligier,0.0,0.0,14.0
582,1991,15,lambo,0.0,0.0,15.0
583,1991,15,ags,0.0,0.0,16.0
584,1991,15,fondmetal,0.0,0.0,17.0
585,1991,15,footwork,0.0,0.0,18.0
586,1991,15,coloni,0.0,0.0,19.0
587,1991,16,mclaren,132.0,7.0,1.0
588,1991,16,williams,121.0,7.0,2.0
589,1991,16,ferrari,55.0,0.0,3.0
590,1991,16,benetton,37.0,1.0,4.0
591,1991,16,jordan,13.0,0.0,5.0
592,1991,16,tyrrell,12.0,0.0,6.0
593,1991,16,minardi,6.0,0.0,7.0
594,1991,16,dallara,5.0,0.0,8.0
595,1991,16,team_lotus,3.0,0.0,9.0
596,1991,16,brabham,3.0,0.0,10.0
597,1991,16,leyton,1.0,0.0,11.0
598,1991,16,lola,1.0,0.0,12.0
599,1991,16,larrousse,1.0,0.0,13.0
